Orient:	|x= 358.81 	|y= 0.06 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.00 	|z= 0.00	Linear:	|x= 0.09 	|y= 0.00 	|z= -0.24	Mag:	|x= -11.38 	|y= 15.75 	|z= -34.56	Accl:	|x= 0.11 	|y= 0.87 	|z= 9.52	Accl:	|x= 0.01 	|y= 0.87 	|z= 9.76		
loadCell: 749.82Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.06 	|z= -0.12	Linear:	|x= -0.07 	|y= 0.00 	|z= -0.28	Mag:	|x= -11.75 	|y= 15.75 	|z= -33.38	Accl:	|x= 0.13 	|y= 0.87 	|z= 9.47	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.82Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.12 	|y= 0.12 	|z= 0.00	Linear:	|x= -0.07 	|y= -0.03 	|z= -0.23	Mag:	|x= -11.38 	|y= 16.19 	|z= -33.38	Accl:	|x= 0.13 	|y= 0.86 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.81Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.00 	|z= 0.00	Linear:	|x= -0.06 	|y= 0.00 	|z= -0.25	Mag:	|x= -12.06 	|y= 16.56 	|z= -34.19	Accl:	|x= 0.13 	|y= 0.87 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.83Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.19 	|z= 0.00	Linear:	|x= -0.07 	|y= -0.02 	|z= -0.25	Mag:	|x= -11.06 	|y= 16.87 	|z= -33.38	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.83Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.12 	|y= -0.12 	|z= -0.06	Linear:	|x= -0.08 	|y= -0.03 	|z= -0.24	Mag:	|x= -11.06 	|y= 16.56 	|z= -33.00	Accl:	|x= 0.12 	|y= 0.84 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.80Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= -0.19 	|z= 0.00	Linear:	|x= -0.08 	|y= -0.02 	|z= -0.25	Mag:	|x= -10.25 	|y= 16.19 	|z= -32.25	Accl:	|x= 0.11 	|y= 0.85 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.12 	|z= 0.00	Linear:	|x= -0.06 	|y= 0.00 	|z= -0.25	Mag:	|x= -11.38 	|y= 16.87 	|z= -32.25	Accl:	|x= 0.13 	|y= 0.88 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.78Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.06 	|z= -0.06	Linear:	|x= -0.06 	|y= -0.02 	|z= -0.23	Mag:	|x= -11.06 	|y= 17.25 	|z= -32.56	Accl:	|x= 0.13 	|y= 0.85 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.78Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.06 	|z= 0.06	Linear:	|x= -0.07 	|y= -0.01 	|z= -0.25	Mag:	|x= -11.38 	|y= 16.56 	|z= -33.75	Accl:	|x= 0.12 	|y= 0.86 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.79Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.12 	|y= -0.06 	|z= 0.00	Linear:	|x= -0.06 	|y= -0.02 	|z= -0.24	Mag:	|x= -11.38 	|y= 16.87 	|z= -34.56	Accl:	|x= 0.13 	|y= 0.85 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.82Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.12 	|z= 0.00	Linear:	|x= -0.07 	|y= -0.03 	|z= -0.22	Mag:	|x= -11.06 	|y= 16.87 	|z= -33.38	Accl:	|x= 0.13 	|y= 0.83 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.82Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.07 	|y= -0.03 	|z= -0.22	Mag:	|x= -11.75 	|y= 16.19 	|z= -35.75	Accl:	|x= 0.13 	|y= 0.84 	|z= 9.54	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.84Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= -0.06 	|z= 0.00	Linear:	|x= -0.09 	|y= -0.01 	|z= -0.25	Mag:	|x= -11.06 	|y= 16.19 	|z= -34.19	Accl:	|x= 0.11 	|y= 0.86 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.86Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.12 	|z= 0.06	Linear:	|x= -0.07 	|y= -0.02 	|z= -0.24	Mag:	|x= -11.38 	|y= 16.56 	|z= -33.75	Accl:	|x= 0.13 	|y= 0.85 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.87Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.00 	|z= 0.00	Linear:	|x= -0.08 	|y= 0.00 	|z= -0.24	Mag:	|x= -11.38 	|y= 16.56 	|z= -33.38	Accl:	|x= 0.12 	|y= 0.87 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.90Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.00 	|z= -0.06	Linear:	|x= -0.07 	|y= -0.04 	|z= -0.25	Mag:	|x= -10.69 	|y= 16.56 	|z= -33.00	Accl:	|x= 0.13 	|y= 0.83 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.95Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.06 	|y= 0.00 	|z= -0.25	Mag:	|x= -11.38 	|y= 16.19 	|z= -34.56	Accl:	|x= 0.13 	|y= 0.87 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.95Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.19 	|z= 0.06	Linear:	|x= -0.08 	|y= -0.01 	|z= -0.25	Mag:	|x= -11.06 	|y= 16.19 	|z= -33.75	Accl:	|x= 0.11 	|y= 0.86 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.95Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.06 	|z= -0.06	Linear:	|x= -0.06 	|y= -0.03 	|z= -0.25	Mag:	|x= -11.38 	|y= 17.25 	|z= -34.19	Accl:	|x= 0.13 	|y= 0.84 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.95Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.00 	|z= 0.12	Linear:	|x= -0.05 	|y= 0.00 	|z= -0.24	Mag:	|x= -10.25 	|y= 16.19 	|z= -34.19	Accl:	|x= 0.14 	|y= 0.87 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.95Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.19 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.10 	|y= -0.04 	|z= -0.22	Mag:	|x= -11.75 	|y= 15.38 	|z= -32.56	Accl:	|x= 0.10 	|y= 0.83 	|z= 9.54	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.94Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= -0.06 	|z= -0.12	Linear:	|x= -0.07 	|y= -0.02 	|z= -0.24	Mag:	|x= -11.75 	|y= 16.19 	|z= -33.38	Accl:	|x= 0.13 	|y= 0.85 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.95Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.19 	|y= 0.06 	|z= 0.06	Linear:	|x= -0.08 	|y= -0.02 	|z= -0.23	Mag:	|x= -10.25 	|y= 16.56 	|z= -33.38	Accl:	|x= 0.11 	|y= 0.85 	|z= 9.53	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.96Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.12 	|y= -0.25 	|z= 0.19	Linear:	|x= -0.07 	|y= -0.02 	|z= -0.24	Mag:	|x= -10.69 	|y= 16.56 	|z= -34.19	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.98Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.09 	|y= -0.01 	|z= -0.26	Mag:	|x= -11.38 	|y= 15.75 	|z= -33.00	Accl:	|x= 0.12 	|y= 0.87 	|z= 9.53	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.99Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.06 	|z= 0.00	Linear:	|x= -0.05 	|y= -0.02 	|z= -0.22	Mag:	|x= -11.06 	|y= 16.87 	|z= -33.75	Accl:	|x= 0.15 	|y= 0.85 	|z= 9.53	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.00Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.12 	|y= -0.06 	|z= -0.06	Linear:	|x= -0.08 	|y= -0.02 	|z= -0.25	Mag:	|x= -11.06 	|y= 16.56 	|z= -34.56	Accl:	|x= 0.11 	|y= 0.85 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.01Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.08 	|y= -0.02 	|z= -0.24	Mag:	|x= -12.06 	|y= 16.56 	|z= -33.75	Accl:	|x= 0.11 	|y= 0.85 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.00Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.06 	|z= -0.06	Linear:	|x= -0.08 	|y= 0.00 	|z= -0.25	Mag:	|x= -11.06 	|y= 16.56 	|z= -33.75	Accl:	|x= 0.12 	|y= 0.87 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.02Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.06 	|z= 0.00	Linear:	|x= -0.08 	|y= -0.02 	|z= -0.23	Mag:	|x= -11.75 	|y= 16.19 	|z= -33.75	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.53	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.01Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.12 	|z= 0.00	Linear:	|x= -0.07 	|y= -0.03 	|z= -0.25	Mag:	|x= -11.06 	|y= 16.19 	|z= -33.38	Accl:	|x= 0.12 	|y= 0.84 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.98Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.07 	|y= -0.01 	|z= -0.24	Mag:	|x= -10.25 	|y= 16.56 	|z= -34.19	Accl:	|x= 0.13 	|y= 0.86 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.98Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.00 	|z= 0.00	Linear:	|x= -0.05 	|y= -0.04 	|z= -0.25	Mag:	|x= -10.25 	|y= 16.19 	|z= -33.00	Accl:	|x= 0.11 	|y= 0.86 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.99Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.12 	|y= -0.06 	|z= 0.06	Linear:	|x= -0.10 	|y= -0.01 	|z= -0.25	Mag:	|x= -9.88 	|y= 16.87 	|z= -33.00	Accl:	|x= 0.10 	|y= 0.86 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.98Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.12 	|y= 0.19 	|z= 0.06	Linear:	|x= -0.07 	|y= 0.00 	|z= -0.24	Mag:	|x= -10.69 	|y= 15.38 	|z= -33.38	Accl:	|x= 0.12 	|y= 0.87 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.97Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.19 	|z= 0.19	Linear:	|x= -0.09 	|y= -0.04 	|z= -0.23	Mag:	|x= -11.38 	|y= 16.56 	|z= -33.00	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.53	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.98Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.12 	|z= -0.06	Linear:	|x= -0.08 	|y= 0.00 	|z= -0.23	Mag:	|x= -11.06 	|y= 15.75 	|z= -34.88	Accl:	|x= 0.11 	|y= 0.87 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 749.99Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.12 	|y= -0.19 	|z= 0.00	Linear:	|x= -0.07 	|y= -0.03 	|z= -0.23	Mag:	|x= -11.38 	|y= 16.19 	|z= -33.38	Accl:	|x= 0.12 	|y= 0.84 	|z= 9.53	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.01Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= -0.12 	|z= -0.12	Linear:	|x= -0.07 	|y= -0.02 	|z= -0.25	Mag:	|x= -10.69 	|y= 15.75 	|z= -33.00	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.04Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.12 	|y= 0.00 	|z= -0.06	Linear:	|x= -0.07 	|y= 0.00 	|z= -0.25	Mag:	|x= -11.06 	|y= 15.75 	|z= -33.75	Accl:	|x= 0.13 	|y= 0.87 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.07Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.12 	|z= -0.06	Linear:	|x= -0.07 	|y= -0.04 	|z= -0.22	Mag:	|x= -11.38 	|y= 16.19 	|z= -33.38	Accl:	|x= 0.13 	|y= 0.83 	|z= 9.54	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.06Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.00 	|z= -0.06	Linear:	|x= -0.06 	|y= -0.01 	|z= -0.24	Mag:	|x= -11.06 	|y= 16.19 	|z= -33.75	Accl:	|x= 0.14 	|y= 0.85 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.07Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.25 	|z= -0.06	Linear:	|x= -0.07 	|y= -0.02 	|z= -0.25	Mag:	|x= -10.25 	|y= 15.38 	|z= -34.56	Accl:	|x= 0.13 	|y= 0.85 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.09Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.12 	|y= -0.06 	|z= 0.06	Linear:	|x= -0.06 	|y= 0.00 	|z= -0.23	Mag:	|x= -10.69 	|y= 15.75 	|z= -34.19	Accl:	|x= 0.14 	|y= 0.87 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.11Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.06 	|y= 0.00 	|z= -0.23	Mag:	|x= -11.38 	|y= 16.19 	|z= -34.19	Accl:	|x= 0.14 	|y= 0.87 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.11Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.06 	|z= 0.19	Linear:	|x= -0.09 	|y= -0.02 	|z= -0.23	Mag:	|x= -11.75 	|y= 15.75 	|z= -34.56	Accl:	|x= 0.11 	|y= 0.85 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.11Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.12 	|y= -0.12 	|z= 0.06	Linear:	|x= -0.06 	|y= -0.02 	|z= -0.26	Mag:	|x= -10.25 	|y= 16.56 	|z= -33.38	Accl:	|x= 0.11 	|y= 0.85 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.11Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.06 	|z= 0.12	Linear:	|x= -0.07 	|y= -0.04 	|z= -0.24	Mag:	|x= -11.75 	|y= 16.56 	|z= -33.38	Accl:	|x= 0.12 	|y= 0.83 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.10Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.12 	|z= 0.00	Linear:	|x= -0.06 	|y= -0.02 	|z= -0.22	Mag:	|x= -11.75 	|y= 16.56 	|z= -34.19	Accl:	|x= 0.13 	|y= 0.85 	|z= 9.54	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.10Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.19 	|y= 0.00 	|z= -0.12	Linear:	|x= -0.07 	|y= -0.01 	|z= -0.25	Mag:	|x= -10.25 	|y= 15.38 	|z= -33.75	Accl:	|x= 0.12 	|y= 0.86 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.11Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= -0.12 	|z= 0.06	Linear:	|x= -0.07 	|y= -0.02 	|z= -0.21	Mag:	|x= -9.88 	|y= 16.19 	|z= -33.38	Accl:	|x= 0.12 	|y= 0.85 	|z= 9.55	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.11Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.06 	|z= -0.06	Linear:	|x= -0.06 	|y= 0.00 	|z= -0.26	Mag:	|x= -11.38 	|y= 16.19 	|z= -33.38	Accl:	|x= 0.11 	|y= 0.86 	|z= 9.48	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.10Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.12 	|z= -0.06	Linear:	|x= -0.06 	|y= -0.01 	|z= -0.22	Mag:	|x= -10.25 	|y= 16.56 	|z= -33.38	Accl:	|x= 0.14 	|y= 0.86 	|z= 9.53	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.12Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.06 	|z= 0.00	Linear:	|x= -0.08 	|y= 0.00 	|z= -0.25	Mag:	|x= -11.75 	|y= 16.19 	|z= -33.00	Accl:	|x= 0.11 	|y= 0.87 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.13Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= -0.19 	|z= -0.06	Linear:	|x= -0.08 	|y= -0.04 	|z= -0.24	Mag:	|x= -12.06 	|y= 16.87 	|z= -34.19	Accl:	|x= 0.10 	|y= 0.87 	|z= 9.53	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.13Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.12 	|z= -0.06	Linear:	|x= -0.07 	|y= 0.00 	|z= -0.23	Mag:	|x= -11.38 	|y= 16.56 	|z= -34.56	Accl:	|x= 0.12 	|y= 0.87 	|z= 9.53	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.13Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.00 	|z= 0.00	Linear:	|x= -0.07 	|y= 0.00 	|z= -0.25	Mag:	|x= -10.69 	|y= 15.75 	|z= -33.00	Accl:	|x= 0.12 	|y= 0.88 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.10Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= 0.00 	|z= -0.06	Linear:	|x= -0.08 	|y= -0.01 	|z= -0.23	Mag:	|x= -10.69 	|y= 16.19 	|z= -32.56	Accl:	|x= 0.12 	|y= 0.86 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.07Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.19 	|z= 0.06	Linear:	|x= -0.08 	|y= 0.00 	|z= -0.21	Mag:	|x= -11.38 	|y= 16.19 	|z= -33.75	Accl:	|x= 0.12 	|y= 0.88 	|z= 9.54	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.10Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.08 	|y= -0.03 	|z= -0.25	Mag:	|x= -11.38 	|y= 16.19 	|z= -34.19	Accl:	|x= 0.12 	|y= 0.84 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.12Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= -0.12 	|z= 0.00	Linear:	|x= -0.08 	|y= -0.01 	|z= -0.20	Mag:	|x= -11.06 	|y= 16.19 	|z= -34.19	Accl:	|x= 0.11 	|y= 0.86 	|z= 9.52	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.12Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.12 	|y= 0.00 	|z= 0.00	Linear:	|x= -0.06 	|y= 0.00 	|z= -0.24	Mag:	|x= -11.06 	|y= 16.87 	|z= -34.19	Accl:	|x= 0.14 	|y= 0.87 	|z= 9.51	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.11Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.00 	|y= 0.00 	|z= 0.06	Linear:	|x= -0.07 	|y= 0.00 	|z= -0.22	Mag:	|x= -11.06 	|y= 16.19 	|z= -33.00	Accl:	|x= 0.13 	|y= 0.88 	|z= 9.53	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.13Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= -0.06 	|y= 0.00 	|z= -0.19	Linear:	|x= -0.06 	|y= -0.04 	|z= -0.22	Mag:	|x= -11.38 	|y= 16.56 	|z= -33.75	Accl:	|x= 0.12 	|y= 0.84 	|z= 9.50	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
loadCell: 750.12Orient:	|x= 358.63 	|y= 1.19 	|z= -5.13	Rot:	|x= 0.06 	|y= -0.12 	|z= 0.12	Linear:	|x= -0.05 	|y= -0.02 	|z= -0.27	Mag:	|x= -11.06 	|y= 16.56 	|z= -33.75	Accl:	|x= 0.15 	|y= 0.85 	|z= 9.49	Accl:	|x= 0.20 	|y= 0.88 	|z= 9.76		
